gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0,0.605633803,1,1,1,1,1,0,1,1,1,0.927860697,0.565006924,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0.450704225,1,1,0,0,0,0,0,0,0,0.059701493,0.094588045,0,0,1,1,0,0,1,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.565671642,0.006496654,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.746478873,1,1,0,0,0,0,1,1,1,0.51641791,0.42659243,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0.577464789,1,1,0,1,0,0,1,1,1,0.830845771,0.49095892,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.274129353,0.003115624,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02238806,0.000196169,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.408450704,1,0,1,1,0,1,1,0,0,0.518905473,0.233781445,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12238806,0.001355874,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.211267606,1,1,1,1,0,1,1,1,0,0.66318408,0.159179552,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.01840796,0.000150012,0,0,1,1,0,0,0,0,0,1,1
0,0,1,0,0.112676056,0,0,0,0,0,1,1,0,0,0.222885572,0.035789291,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0,0.633802817,1,1,0,0,1,0,1,1,1,0.823383085,0.537877914,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.505970149,0.005804293,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.985915493,1,0,1,0,0,1,0,0,0,0.360696517,0.433810293,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.591549296,1,1,0,0,0,0,0,0,1,0.568159204,0.362635587,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0.690140845,0,0,1,0,0,1,1,0,1,0.260696517,0.250363489,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.169014085,1,1,0,0,0,0,0,0,1,0.564676617,0.113160628,0,1,0,1,0,0,0,0,0,1,1
0,0,1,1,0.253521127,1,0,0,1,0,1,1,1,0,0.813432836,0.215768521,0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,0.563380282,1,1,0,0,1,0,1,1,0,0.794029851,0.458319871,0,1,0,1,0,0,1,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.526368159,0.006040849,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.323943662,0,0,0,1,1,0,1,1,1,0.35721393,0.140947381,1,0,0,1,0,0,0,1,0,0,1
1,0,1,0,0.549295775,1,1,0,1,0,0,1,0,0,0.454228856,0.301892453,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.028169014,1,1,0,1,1,0,1,0,1,0.506467662,0.024948073,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.507042254,1,1,1,0,0,0,1,0,0,0.461691542,0.268757212,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.929577465,1,1,1,0,1,1,1,1,1,0.900497512,0.823609508,0,1,0,0,0,1,0,1,0,0,1
1,0,1,1,0.436619718,1,1,0,1,0,0,1,1,1,0.80199005,0.354350335,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0.070422535,1,0,0,0,0,1,0,0,1,0.307462687,0.02907916,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,0.436619718,1,1,1,0,0,0,1,0,0,0.709950249,0.332679437,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.816901408,1,1,0,1,1,0,0,0,1,0.646766169,0.568924533,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0.408450704,1,0,0,1,1,1,0,1,0,0.517412935,0.251569351,1,0,0,0,1,0,1,0,0,0,0
0,0,0,1,0.267605634,1,0,0,0,0,0,0,0,1,0.011442786,0.041045465,0,0,1,1,0,0,0,0,1,0,1
1,0,1,1,0.366197183,1,1,0,0,0,0,0,0,0,0.062189055,0.085754673,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,0.267605634,1,1,1,0,0,0,0,0,1,0.605970149,0.173332564,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1,0.112676056,1,0,0,0,0,0,0,0,0,0.01840796,0.019784214,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.943661972,1,1,1,1,1,0,1,0,1,0.544776119,0.593607201,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.957746479,1,1,1,0,0,1,0,0,0,0.429353234,0.46631087,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.352112676,1,1,0,0,1,1,0,0,1,0.65721393,0.261112393,0,1,0,1,0,0,0,0,0,1,0
0,0,1,1,0.957746479,1,0,0,0,0,0,0,0,0,0.01641791,0.154384953,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.14084507,1,0,0,0,0,0,0,0,0,0.021393035,0.024538426,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.323383085,0.003686822,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.126760563,1,0,0,0,0,0,0,0,0,0.021890547,0.025801985,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.76056338,1,1,1,1,0,1,0,1,1,0.572139303,0.4898973,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.605633803,1,0,1,0,0,1,1,0,0,0.469154229,0.317995615,1,0,0,0,1,0,0,0,1,0,0
0,1,1,0,0.633802817,1,0,0,0,0,0,0,1,1,0.61840796,0.413847219,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.957746479,1,0,1,1,1,0,0,0,1,0.412935323,0.467470575,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0.14084507,1,0,0,0,0,0,0,1,1,0.599502488,0.098707593,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0.14084507,1,1,0,1,0,0,1,1,1,0.833333333,0.129996538,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.394366197,1,0,0,0,1,0,0,0,0,0.305472637,0.150576967,1,0,0,1,0,0,1,0,0,0,0
1,0,1,0,0.788732394,1,1,1,0,0,0,1,1,1,0.809950249,0.632154396,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.38028169,1,0,0,0,0,0,0,0,0,0,0.059531502,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.577464789,1,0,1,0,1,0,0,0,0,0.36119403,0.281127394,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.023880597,0.00229633,0,0,1,1,0,0,0,0,0,1,1
0,0,0,1,0.309859155,0,0,1,1,0,1,0,0,0,0.222885572,0.107154396,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.23943662,1,0,0,0,0,0,0,0,0,0.021890547,0.039026079,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.85915493,1,1,0,0,0,0,0,0,0,0.065174129,0.168180245,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.522885572,0.006000462,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,0.211267606,1,1,0,0,0,1,0,1,1,0.704477612,0.164989615,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0,0.028169014,1,1,0,0,0,0,1,1,1,0.77960199,0.031513963,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.929577465,1,1,1,1,1,1,1,1,1,0.70199005,0.679015694,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.85915493,1,0,0,0,0,0,0,0,1,0.017910448,0.136493192,0,0,1,0,0,1,0,1,0,0,0
1,0,1,0,0.788732394,1,1,0,1,1,0,1,1,1,0.858208955,0.681115855,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,1,0.512935323,0.014753058,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0.309859155,1,1,1,0,1,1,1,0,1,0.586069652,0.200853912,1,0,0,0,0,1,1,0,0,0,0
1,0,0,1,0.338028169,0,0,1,0,0,1,0,0,0,0.167164179,0.095274637,1,0,0,0,0,1,1,0,0,0,0
1,1,0,0,1,1,1,0,1,1,1,1,1,1,0.894029851,0.894905377,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.014084507,1,1,0,0,0,0,1,0,1,0.654726368,0.0132991,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.098591549,1,0,0,0,0,0,0,0,1,0.019402985,0.014095315,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.056338028,1,1,0,0,0,0,0,0,1,0.321890547,0.026673206,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.478873239,0,0,0,0,1,0,1,1,0,0.307960199,0.194189938,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.323943662,1,1,0,0,0,0,0,0,0,0.06318408,0.066218555,0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,0.014084507,1,0,0,0,0,0,0,0,1,0.531343284,0.013495269,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.862189055,0.890128087,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0.563380282,1,1,1,1,1,1,1,0,1,0.878109453,0.491991692,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1,0.042253521,1,0,1,0,0,0,0,0,0,0.309452736,0.023176783,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.352112676,1,0,0,1,0,0,0,0,0,0.569651741,0.230706208,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0.084507042,1,0,0,1,0,0,1,1,1,0.756218905,0.075028848,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.504477612,0.005786984,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.042253521,1,1,0,1,0,1,0,0,1,0.400497512,0.023776829,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.661971831,1,0,0,1,1,1,1,1,0,0.603482587,0.433037157,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0.014084507,1,1,0,0,0,0,1,1,1,0.752238806,0.020534272,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,0.154929577,1,0,1,0,1,1,1,1,1,0.606467662,0.10674475,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0.830985915,1,1,1,0,1,1,1,1,1,0.907462687,0.756294715,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0.76056338,1,0,1,0,1,1,0,0,1,0.407462687,0.364303023,1,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.108457711,0.001194323,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017910448,0.000144242,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.042253521,1,1,0,0,0,0,0,0,1,0.575124378,0.034629587,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.061691542,0.000651973,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0.577464789,1,0,0,0,1,1,0,1,0,0.480099502,0.316633972,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.311442786,0.00354835,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0.084507042,1,1,0,0,1,0,1,0,1,0.707462687,0.07074198,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.028169014,1,0,0,0,1,0,0,0,1,0.550746269,0.024659589,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,1,1,1,1,1,1,0,1,1,1,0.64079602,0.680885068,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.197183099,1,1,0,0,0,0,0,0,1,0.305970149,0.084289176,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0.042253521,1,0,0,0,0,0,1,0,1,0.617910448,0.033302562,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.14084507,1,1,0,0,0,0,0,0,0,0.069154229,0.026119317,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.056338028,1,1,0,0,0,0,0,0,0,0.071641791,0.013379875,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0,1,0,1,0,1,0,0,0,1,0.373631841,0.004269559,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,1,1,1,1,0,1,1,1,1,1,0.921890547,0.948771059,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.76056338,1,1,0,1,0,0,0,0,1,0.592039801,0.490145396,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,0.549295775,1,1,0,0,0,0,0,0,1,0.079104478,0.12216709,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0.788732394,1,0,0,0,0,0,0,0,0,0.01641791,0.126563582,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.604975124,0.006952458,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,1,0,1,0,0,0,1,1,1,0.763681592,0.008792984,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069154229,0.000738518,1,0,0,1,0,0,0,0,0,1,1
0,1,1,1,0.718309859,1,1,0,1,1,0,1,1,1,0.622885572,0.468584122,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0.563380282,1,1,0,0,1,0,1,1,1,0.797512438,0.481069698,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.591549296,1,0,0,0,0,0,1,0,1,0.379104478,0.27375375,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.647887324,1,0,0,0,0,0,0,0,0,0.010447761,0.100588507,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.028169014,1,1,0,0,0,0,0,0,0,0.319900498,0.013668359,1,0,0,1,0,0,1,0,0,0,0
0,1,1,1,0.915492958,1,1,1,1,1,1,1,0,0,0.608457711,0.592637895,1,0,0,0,0,1,0,1,0,0,1
0,0,1,1,0.76056338,1,0,0,0,1,1,0,0,1,0.368159204,0.357846757,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.394366197,1,0,0,0,0,0,0,0,0,0.008457711,0.058931456,0,0,1,0,1,0,0,0,0,1,0
1,0,0,1,0.154929577,1,1,0,0,0,0,1,0,1,0.654726368,0.109364182,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0.915492958,1,1,0,1,1,0,1,1,1,0.865174129,0.798297946,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0.478873239,1,1,0,0,1,0,1,1,1,0.827363184,0.401280868,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0.126760563,1,1,0,0,1,0,0,1,1,0.711940299,0.103334872,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.366197183,1,1,0,0,0,0,0,0,1,0.572139303,0.220424648,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0.802816901,1,0,0,0,0,1,1,1,1,0.766666667,0.66915532,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.746478873,1,0,1,1,1,1,1,1,0,0.910447761,0.702907916,0,1,0,0,0,1,1,0,0,0,1
0,0,0,0,0.112676056,1,0,0,0,0,0,0,0,0,0.015920398,0.018462959,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.010447761,0.001096238,0,0,1,0,1,0,0,1,0,0,1
0,0,0,0,0.070422535,1,0,0,0,0,0,0,0,1,0.505970149,0.048026771,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0.352112676,1,0,0,0,0,0,1,1,1,0.726368159,0.269213016,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.112676056,1,0,0,0,0,0,0,0,0,0.019900498,0.019311101,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0.098591549,1,0,0,1,1,0,0,0,1,0.36318408,0.049278791,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.154929577,1,0,0,0,0,0,1,0,1,0.628855721,0.103069467,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.197183099,1,1,0,0,0,0,0,0,1,0.306965174,0.07624625,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,0.591549296,1,1,1,0,1,0,1,1,1,0.61641791,0.411123933,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0.577464789,1,1,0,0,0,1,1,1,1,0.81641791,0.485131549,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.422535211,1,1,1,0,1,1,0,0,0,0.467661692,0.227959843,1,0,0,1,0,0,0,1,0,0,1
1,0,0,1,0.915492958,1,1,1,0,1,1,0,0,1,0.723383085,0.682119778,0,1,0,0,0,1,0,1,0,0,0
1,1,0,0,0.23943662,1,1,0,1,0,1,0,0,1,0.668656716,0.171595892,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017412935,0.000138472,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0.845070423,1,1,0,1,0,1,1,0,1,0.754726368,0.648453727,0,1,0,0,0,1,0,0,1,0,1
0,0,0,0,0.126760563,1,1,0,1,0,0,0,0,0,0.612935323,0.089828064,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.531343284,0.006098546,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0.23943662,1,0,0,1,0,0,0,0,1,0.550248756,0.154702285,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.323943662,1,1,0,1,1,0,1,1,1,0.859701493,0.291212786,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.028169014,1,0,0,0,0,0,0,0,0,0.010447761,0.004142626,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.690140845,1,0,0,0,0,0,0,0,0,0.018905473,0.111960535,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.261691542,0.002971382,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.014084507,1,0,1,0,0,1,0,0,1,0.360199005,0.007904454,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.225352113,1,0,0,0,0,0,0,0,1,0.013930348,0.038397184,0,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0.957746479,1,1,0,1,1,0,1,1,1,0.86318408,0.839943457,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,0.700995025,0.72500577,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.028169014,1,1,0,0,0,0,0,0,1,0.55721393,0.022097854,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1,0.690140845,1,1,1,1,1,0,0,1,1,0.566169154,0.438916455,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.732394366,1,0,0,0,0,0,0,0,0,0.019900498,0.118814909,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0.802816901,1,1,1,1,0,1,1,1,1,0.9039801,0.735616201,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0.633802817,0,0,1,0,0,0,0,0,1,0.124378109,0.16968613,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.941791045,0.928075237,0,1,0,1,0,0,0,1,0,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.556716418,0.006392799,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.070422535,1,1,0,1,1,0,1,0,1,0.754228856,0.057690976,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,1,1,1,1,1,0,1,0,0.602985075,0.662860605,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.042253521,1,0,0,0,0,0,0,1,1,0.368656716,0.02535195,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.718309859,1,0,0,0,0,0,0,0,0,0.010945274,0.116882068,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.021890547,0.001846296,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.901408451,1,0,0,0,0,0,0,0,0,0.010945274,0.150144242,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0.591549296,1,1,0,1,0,0,1,1,1,0.823383085,0.504223402,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.042253521,1,1,0,1,0,0,1,1,1,0.815422886,0.046318948,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0.338028169,1,1,1,0,0,0,0,1,1,0.704477612,0.249094161,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0.704225352,1,1,0,1,0,1,1,1,1,0.600995025,0.453732979,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.154929577,1,1,0,0,1,0,1,1,0,0.562189055,0.09326679,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.788732394,1,0,1,0,0,0,1,1,1,0.515920398,0.449399954,1,0,0,0,1,0,1,0,0,0,1
1,0,1,1,0.323943662,1,0,0,0,0,0,0,0,0,0.01641791,0.05939303,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.887323944,1,1,0,0,1,1,0,0,0,0.399004975,0.431300485,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.042253521,1,0,0,1,1,1,1,1,1,0.869651741,0.049053773,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,0.352112676,1,1,0,0,1,0,1,1,1,0.81840796,0.297847911,0,1,0,1,0,0,1,0,0,0,0
1,0,1,1,0.197183099,1,0,0,0,0,0,0,0,0,0.017910448,0.030636972,0,0,1,1,0,0,0,0,0,1,0
0,1,1,0,0.887323944,1,1,0,0,0,0,0,0,0,0.073631841,0.198707593,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0,0.492957746,1,1,0,1,0,0,1,1,1,0.778606965,0.39433418,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.366197183,1,1,0,0,0,0,1,1,0,0.763681592,0.281992846,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.523383085,0.006006231,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,0.478873239,1,1,1,0,1,1,1,1,1,0.673631841,0.356715901,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0.042253521,1,0,0,0,1,0,0,0,1,0.553731343,0.030238865,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.098591549,1,0,0,0,0,0,0,0,1,0.270646766,0.045343873,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.126760563,1,0,0,0,0,0,0,0,1,0.017412935,0.02074775,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,0.014084507,1,0,0,1,0,0,0,0,0,0.307960199,0.009796907,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.802816901,1,1,1,1,1,0,1,1,1,0.907462687,0.706871682,0,1,0,0,0,1,1,0,0,0,1
0,0,1,0,0.704225352,1,0,1,1,1,1,1,1,1,0.646766169,0.469726517,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.633802817,1,0,0,0,0,0,0,0,1,0.009950249,0.097553658,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.013930348,9.81E-05,0,0,1,1,0,0,1,0,0,0,0
0,0,0,0,0.633802817,1,1,0,0,0,0,0,0,0,0.54278607,0.372790215,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0.690140845,1,1,1,1,0,1,1,1,1,0.909452736,0.62162474,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0.732394366,1,0,0,1,0,1,1,0,0,0.465174129,0.38599123,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0.845070423,1,1,0,1,1,1,1,1,1,0.953731343,0.820834295,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.056338028,1,0,0,0,0,0,0,0,0,0.023880597,0.008625664,0,0,1,1,0,0,1,0,0,0,0
0,0,0,0,0.647887324,1,0,1,1,1,1,1,1,1,0.68358209,0.475432726,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.746478873,1,1,0,1,1,0,1,0,1,0.76119403,0.588847219,0,1,0,0,1,0,1,0,0,0,0
0,0,0,1,0.253521127,0,0,0,0,0,0,0,0,1,0.070646766,0.063154858,1,0,0,1,0,0,0,1,0,0,0
1,0,0,1,0.352112676,1,0,0,1,1,1,1,1,1,0.867661692,0.311158551,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,0.971830986,1,1,0,0,0,0,0,0,0,0.071144279,0.203467574,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0.225352113,1,1,0,1,1,0,1,1,1,0.83880597,0.198903762,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.408450704,1,1,0,1,0,0,1,1,1,0.815422886,0.342141703,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.05721393,0.000600046,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.253521127,1,1,0,0,0,0,0,0,0,0.073134328,0.0539003,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0.352112676,1,0,0,1,1,0,1,1,1,0.549751244,0.21773598,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.281690141,1,0,0,1,0,0,0,0,1,0.555223881,0.178502192,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,0.690140845,1,1,0,1,0,0,1,1,1,0.7960199,0.558492961,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,0.943661972,0,0,1,0,1,0,1,1,1,0.359701493,0.427515578,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0.028169014,1,1,0,0,1,0,1,1,1,0.828855721,0.032258251,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.112676056,1,0,0,0,1,1,1,1,0,0.844278607,0.109814216,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0.704225352,0,0,1,0,0,1,0,0,0,0.158706468,0.203461805,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.112676056,1,0,0,0,0,0,0,0,1,0.253731343,0.044645742,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1,0.563380282,1,1,0,1,1,1,1,1,1,0.932338308,0.521128548,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0,0.295774648,1,1,0,1,0,0,1,1,1,0.819900498,0.276615509,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0.281690141,0,0,1,0,1,0,1,1,1,0.375124378,0.131346642,1,0,0,0,1,0,0,0,1,0,1
0,0,1,1,0.985915493,1,1,1,1,1,1,1,1,1,0.973134328,0.955308101,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.273631841,0.003109855,1,0,0,1,0,0,0,0,1,0,1
